	0	1	2	3	4
26621	C4490	D8539			
26622	C4491	D8540			
26623	A22220	B18187			
26624	A22221	B18188			
26625	A22222	B18189			
26626	A22223	B18190			
26627	A22224	D8541			
26628	C4492	D8542			
26629	A22225	B18192			
26630	A22227	B18193			
26631	A22228	D8543			
26632	A22229	B18194			
26633	A22230	B18195			
26634	A22231	D8544			
26635	A22232	B18196			
26636	A22233	B18197			
26637	A22234	B18198			
26638	A22235	B18199			
26639	C4493	D8545			
26640	C4494	D8546			
26641	C4495	D8547			
26642	A22236	B18200			
26643	A22237	B18201			
26644	A22238	B18202			
26645	A22239	B18203			
26646	A22240	B18204			
26647	A22241	B18205			
26648	A22242	B18206			
26649	A22243	B18207			
26650	A22244	B18208			
26651	A22245	B18209			
26652	A22246	D8548			
26653	A22247	D8549			
26654	A22248	B18210			
26655	A22249	B18212			
26656	A22250	B18213			
26657	A22251	D8550			
26658	A22252	D8551			
26659	A22253	B18214			
26660	A22254	B18215			
26661	A22255	D8552			
26662	A22256	B18216			
26663	C4497	B18217			
26664	A22257	B18218			
26665	A22258	D8553			
26666	A22259	D8554			
26667	A22260	B18219			
26668	A22261	B18220			
26669	A22262	B18221			
26670	A22263	B18222			
26671	A22264	B18224			
26672	A22265	B18225			
26673	A22266	B18226			
26674	A22267	D8555			
26675	A22268	B18227			
26676	A22269	B18228			
26677	C4498	B18229			
26678	C4499	D8556			
26679	A22270	B18230			
26680	A22271	B18231			
26681	A22272	B18232			
26682	A22273	B18233			
26683	A22274	B18234			
26684	A22275	B18235			
26685	A22276	B18236			
26686	A22277	B18237			
26687	A22278	B18238			
26688	C4500	D8557			
26689	A22279	D8558			
26690	A22280	D8559			
26691	C4501	B18240			
26692	A22281	B18241			
26693	A22283	B18243			
26694	A22284	B18244			
26695	A22285	B18245			
26696	A22286	B18246			
26697	A22287	B18247			
26698	A22288	B18248			
26699	A22289	B18249			
26700	A22290	B18250			
26701	A22291	B18251			
26702	A22292	B18252			
26703	A22293	B18253			
26704	A22294	B18254			
26705	A22295	B18255			
26706	C4502	D8560			
26707	C4503	D8561			
26708	A22296	B18256			
26709	A22297	B18257			
26710	A22298	B18258			
26711	C4504	D8562			
26712	A22299	B18259			
26713	A22300	B18260			
26714	A22301	B18261			
26715	A22302	B18262			
26716	C4505	D8563			
26717	A22303	B18263			
26718	C4506	D8564			
26719	A22304	D8565			
26720	A22305	B18264			
26721	A22306	B18266			
26722	C4507	D8566			
26723	A22307	B18267			
26724	A22308	B18268			
26725	A22309	B18269			
26726	A22310	B18270			
26727	C4508	D8567			
26728	A22311	B18271			
26729	C4509	D8568			
26730	C4510	D8569			
26731	C4511	D8570			
26732	A22312	B18272			
26733	A22313	B18273			
26734	A22314	B18274			
26735	A22315	B18275			
26736	A22316	B18276			
26737	A22317	B18277			
26738	A22318	B18278			
26739	A22319	B18279			
26740	C4512	D8571			
26741	A22320	B18280			
26742	A22321	B18281			
26743	A22322	B18282			
26744	A22323	B18283			
26745	A22324	D8572			
26746	A22325	B18284			
26747	C4513	D8573			
26748	A22326	B18285			
26749	A22327	D8574			
26750	A22328	B18286			
26751	A22329	B18287			
26752	A22330	B18288			
26753	A22331	D8575			
26754	A22332	B18289			
26755	A22333	B18290			
26756	A22334	B18291			
26757	A22335	D8576			
26758	A22336	B18292			
26759	A22337	D8577			
26760	A22338	D8578			
26761	A22339	D8579			
26762	A22340	B18293			
26763	A22341	B18294			
26764	A22343	B18295			
26765	C4514	D8580			
26766	A22344	B18296			
26767	A22345	D8581			
26768	A22346	B18297			
26769	A22347	B18298			
26770	A22348	B18299			
26771	A22349	D8582			
26772	A22350	B18300			
26773	A22351	B18301			
26774	A22352	D8583			
26775	C4515	D8584			
26776	A22353	B18302			
26777	A22354	D8585			
26778	C4516	D8586			
26779	A22355	B18303			
26780	A22356	B18304			
26781	A22357	B18305			
26782	A22358	B18306			
26783	A22359	B18307			
26784	A22360	B18308			
26785	A22361	D8587			
26786	A22362	B18309			
26787	A22363	B18310			
26788	A22364	B18311			
26789	A22365	B18312			
26790	A22366	B18313			
26791	C4517	D8588			
26792	A22367	B18314			
26793	A22368	B18315			
26794	A22369	B18316			
26795	A22370	D8589			
26796	A22371	B18317			
26797	A22372	B18318			
26798	A22373	B18319			
26799	C4518	B18320			
26800	A22374	B18321			
26801	A22375	B18322			
26802	A22376	B18323			
26803	A22377	B18324			
26804	C4519	B18325			
26805	A22378	B18326			
26806	A22379	B18327			
26807	A22380	B18328			
26808	A22381	B18329			
26809	A22382	B18330			
26810	A22383	B18331			
26811	A22384	B18332			
26812	A22385	B18333			
26813	A22386	B18334			
26814	C4520	D8590			
26815	A22387	B18335			
26816	A22388	B18336			
26817	C4521	D8591			
26818	A22389	B18337			
26819	A22390	B18338			
26820	C4522	D8592			
26821	A22391	B18339			
26822	A22392	B18340			
26823	A22393	B18341			
26824	C4523	D8593			
26825	A22394	B18342			
26826	A22395	B18343			
26827	A22396	D8594			
26828	A22397	B18344			
26829	A22398	B18345			
26830	A22399	B18346			
26831	C4524	D8595			
26832	A22401	B18347			
26833	A22402	D8596			
26834	A22403	B18348			
26835	A22404	B18349			
26836	A22405	B18350			
26837	A22406	B18351			
26838	A22407	B18352			
26839	A22408	B18353			
26840	A22409	B18354			
26841	A22410	B18355			
26842	C4525	D8597			
26843	A22411	B18356			
26844	C4526	D8598			
26845	A22412	B18357			
26846	A22413	D8599			
26847	A22414	B18358			
26848	A22415	B18359			
26849	A22416	B18360			
26850	A22417	B18361			
26851	A22418	B18362			
26852	A22419	D8600			
26853	A22420	B18363			
26854	C4527	D8601			
26855	A22421	B18364			
26856	A22422	D8602			
26857	A22423	D8603			
26858	A22424	B18365			
26859	A22425	B18366			
26860	C4528	D8604			
26861	A22426	D8605			
26862	A22427	B18368			
26863	A22428	B18369			
26864	A22429	B18370			
26865	A22430	D8606			
26866	A22431	B18371			
26867	A22432	B18372			
26868	A22433	B18373			
26869	A22434	B18374			
26870	A22435	B18376			
26871	A22436	D8607			
26872	C4529	D8608			
26873	A22437	D8609			
26874	A22438	D8610			
26875	C4530	D8611			
26876	A22439	B18377			
26877	A22440	B18378			
26878	A22441	B18379			
26879	A22442	D8612			
26880	A22443	D8613			
26881	A22444	B18380			
26882	C4531	D8614			
26883	A22445	B18381			
26884	A22446	B18382			
26885	A22447	B18383			
26886	A22448	B18384			
26887	A22449	D8615			
26888	A22450	B18385			
26889	A22451	B18386			
26890	A22452	D8616			
26891	A22453	B18387			
26892	A22454	B18388			
26893	A22455	B18389			
26894	C4532	D8617			
26895	A22456	B18390			
26896	A22457	B18392			
26897	A22458	B18393			
26898	A22459	B18394			
26899	A22460	B18395			
26900	A22462	D8618			
26901	A22463	B18396			
26902	A22464	B18397			
26903	C4533	D8619			
26904	A22465	B18398			
26905	A22466	B18399			
26906	A22467	B18400			
26907	A22468	B18401			
26908	A22469	D8620			
26909	A22470	B18402			
26910	C4534	D8621			
26911	C4535	D8622			
26912	A22472	B18403			
26913	A22473	D8623			
26914	C4536	B18404			
26915	A22474	D8624			
26916	C4537	D8625			
26917	A22475	D8626			
26918	A22476	B18405			
26919	A22477	D8627			
26920	C4538	B18406			
26921	A22478	B18407			
26922	A22479	B18408			
26923	A22480	B18409			
26924	A22481	B18410			
26925	A22482	B18411			
26926	C4539	D8628			
26927	A22483	B18412			
26928	A22484	B18413			
26929	A22485	B18414			
26930	A22486	B18415			
26931	A22487	B18416			
26932	A22488	B18417			
26933	C4540	D8629			
26934	C4541	D8630			
26935	A22489	B18418			
26936	A22490	B18419			
26937	A22491	B18420			
26938	A22492	B18421			
26939	A22493	B18422			
26940	A22494	B18423			
26941	A22495	D8631			
26942	A22496	B18424			
26943	A22497	B18425			
26944	A22498	D8632			
26945	C4542	D8633			
26946	A22499	D8634			
26947	A22500	B18426			
26948	A22501	B18427			
26949	A22502	B18428			
26950	C4543	D8635			
26951	A22503	B18429			
26952	A22504	B18430			
26953	C4544	D8636			
26954	C4545	D8637			
26955	A22505	B18431			
26956	A22506	B18432			
26957	A22507	B18433			
26958	C4546	D8638			
26959	A22508	D8639			
26960	A22509	B18434			
26961	A22510	B18435			
26962	A22511	B18436			
26963	A22512	B18437			
26964	A22513	B18438			
26965	C4547	B18439			
26966	A22514	D8640			
26967	A22515	B18440			
26968	A22516	B18441			
26969	A22517	B18442			
26970	A22518	B18443			
26971	A22519	B18444			
26972	C4548	B18445			
26973	C4549	B18446			
26974	A22520	B18447			
26975	C4550	D8641			
26976	A22521	B18448			
26977	A22522	D8642			
26978	A22523	B18449			
26979	A22524	D8643			
26980	A22525	B18450			
26981	A22526	D8644			
26982	A22527	B18451			
26983	A22528	B18452			
26984	C4551	D8645			
26985	A22529	B18453			
26986	A22530	B18454			
26987	A22531	B18455			
26988	A22532	D8646			
26989	C4552	B18457			
26990	A22533	B18458			
26991	C4553	B18459			
26992	C4554	D8647			
26993	C4555	D8648			
26994	C4556	D8649			
26995	A22534	D8650			
26996	A22535	D8651			
26997	A22536	B18460			
26998	C4557	D8652			
26999	C4558	D8653			
27000	C4559	D8654			
27001	C4560	D8655			
27002	A22537	B18461			
27003	A22538	B18462			
27004	A22539	B18463			
27005	A22540	B18464			
27006	A22541	B18465			
27007	A22542	B18466			
27008	A22543	B18467			
27009	A22544	D8656			
27010	A22545	D8657			
27011	A22546	B18468			
27012	A22547	B18469			
27013	A22548	B18470			
27014	C4561	D8658			
27015	A22549	D8659			
27016	A22550	B18471			
27017	C4562	B18472			
27018	A22551	B18473			
27019	A22552	B18474			
27020	C4563	D8660			
27021	C4564	D8661			
27022	C4565	D8662			
27023	C4566	D8663			
27024	A22553	B18475			
27025	A22554	D8664			
27026	C4567	D8665			
27027	A22555	B18476			
27028	C4568	D8666			
27029	A22556	B18477			
27030	C4569	D8667			
27031	A22557	B18478			
27032	A22558	B18479			
27033	A22559	B18480			
27034	C4570	D8668			
27035	C4571	D8669			
27036	A22560	B18481			
27037	C4572	B18482			
27038	A22561	B18483			
27039	A22562	D8670			
27040	A22563	D8671			
27041	A22564	B18484			
27042	A22565	B18485			
27043	A22566	B18486			
27044	A22567	B18487			
27045	A22568	B18488			
27046	A22569	D8672			
27047	C4573	D8673			
27048	A22570	B18489			
27049	A22571	B18490			
27050	A22572	B18491			
27051	A22573	B18492			
27052	C4574	D8674			
27053	A22574	B18493			
27054	A22575	B18494			
27055	A22576	B18495			
27056	A22577	B18496			
27057	A22578	B18497			
27058	C4575	D8675			
27059	A22579	B18498			
27060	A22580	B18499			
27061	C4576	B18500			
27062	A22581	B18501			
27063	A22582	B18502			
27064	A22583	D8676			
27065	C4577	D8677			
27066	A22584	B18503			
27067	A22585	B18504			
27068	A22586	B18505			
27069	A22587	B18506			
27070	A22588	D8678			
27071	A22589	B18507			
27072	A22590	B18508			
27073	A22591	B18509			
27074	A22592	B18510			
27075	A22593	B18511			
27076	A22594	B18512			
27077	A22595	B18513			
27078	A22596	B18514			
27079	C4578	B18515			
27080	A22597	B18516			
27081	C4579	B18517			
27082	C4580	D8679			
27083	A22598	B18518			
27084	C4581	D8680			
27085	A22599	B18519			
27086	C4582	B18520			
27087	A22600	B18521			
27088	A22601	B18522			
27089	A22602	B18523			
27090	A22603	B18524			
27091	A22605	B18525			
27092	A22606	B18526			
27093	A22607	B18527			
27094	A22608	D8681			
27095	C4583	D8682			
27096	C4584	D8683			
27097	A22609	B18528			
27098	A22610	B18529			
27099	C4585	D8684			
27100	C4586	D8685			
27101	A22611	B18530			
27102	C4587	D8686			
27103	C4588	D8687			
27104	A22612	D8688			
27105	A22613	B18531			
27106	A22614	B18532			
27107	A22615	B18533			
27108	A22616	B18534			
27109	A22617	B18535			
27110	C4589	D8689			
27111	A22618	B18537			
27112	A22619	B18538			
27113	A22620	B18539			
27114	A22621	B18540			
27115	C4590	D8690			
27116	A22622	B18541			
27117	A22623	B18542			
27118	C4591	D8691			
27119	A22624	B18543			
27120	A22625	B18544			
27121	A22626	D8692			
27122	A22627	D8693			
27123	A22628	B18545			
27124	C4592	D8694			
27125	A22629	B18546			
27126	A22630	B18547			
27127	A22631	B18548			
27128	A22632	B18549			
27129	A22633	B18550			
27130	A22634	B18551			
27131	A22635	B18552			
27132	A22636	B18553			
27133	A22637	B18554			
27134	A22638	B18555			
27135	A22639	B18556			
27136	C4593	D8695			
27137	A22640	D8696			
27138	C4594	D8697			
27139	A22641	B18557			
27140	A22642	B18558			
27141	C4595	D8698			
27142	A22643	B18559			
27143	A22644	B18560			
27144	A22645	B18561			
27145	A22646	D8699			
27146	A22647	B18562			
27147	C4596	D8700			
27148	A22648	D8701			
27149	A22649	B18563			
27150	A22650	B18565			
27151	C4597	D8702			
27152	A22651	B18567			
27153	C4598	D8703			
27154	A22652	B18568			
27155	A22653	B18569			
27156	A22654	B18570			
27157	A22655	B18571			
27158	A22656	B18572			
27159	A22657	B18573			
27160	A22658	B18574			
27161	A22659	B18575			
27162	A22660	B18576			
27163	A22661	B18577			
27164	C4599	D8704			
27165	A22662	B18578			
27166	A22663	B18579			
27167	A22664	B18580			
27168	A22665	B18581			
27169	C4600	D8705			
27170	A22666	B18582			
27171	A22667	B18583			
27172	A22668	D8706			
27173	A22669	B18584			
27174	C4601	D8707			
27175	A22670	B18585			
27176	A22671	B18586			
27177	A22672	B18587			
27178	A22673	B18588			
27179	A22674	B18589			
27180	A22675	D8708			
27181	A22676	B18590			
27182	A22677	B18591			
27183	A22678	B18592			
27184	A22679	B18593			
27185	A22680	D8709			
27186	C4602	D8710			
27187	A22681	B18594			
27188	A22682	B18595			
27189	A22683	B18596			
27190	A22684	D8711			
27191	A22685	D8712			
27192	A22686	B18597			
27193	A22687	D8713			
27194	A22688	B18598			
27195	A22689	D8714			
27196	C4603	B18599			
27197	A22690	D8715			
27198	A22691	B18600			
27199	A22692	B18601			
27200	A22693	B18602			
27201	A22694	B18603			
27202	A22695	D8716			
27203	A22696	B18604			
27204	A22697	B18605			
27205	A22698	B18606			
27206	A22699	B18607			
27207	A22700	B18608			
27208	A22701	B18609			
27209	C4604	D8717			
27210	A22702	B18610			
27211	A22703	B18611			
27212	A22704	B18612			
27213	A22705	B18613			
27214	A22706	B18614			
27215	C4605	D8718			
27216	A22707	B18615			
27217	A22708	B18616			
27218	A22709	B18617			
27219	A22710	B18618			
27220	A22711	B18619			
27221	A22712	D8719			
27222	C4606	D8720			
27223	C4607	B18620			
27224	A22713	D8721			
27225	C4608	D8722			
27226	C4609	D8723			
27227	A22714	B18621			
27228	A22715	B18622			
27229	C4610	D8724			
27230	C4611	D8725			
27231	A22716	B18623			
27232	A22717	B18624			
27233	A22718	B18625			
27234	A22719	B18626			
27235	A22720	D8726			
27236	A22721	B18627			
27237	A22722	D8727			
27238	A22723	B18628			
27239	C4612	D8728			
27240	A22724	D8729			
27241	A22725	B18629			
27242	C4613	D8730			
27243	A22726	B18630			
27244	A22727	B18631			
27245	C4614	B18632			
27246	C4615	D8731			
27247	A22728	B18633			
27248	A22729	B18634			
27249	A22730	B18635			
27250	A22731	B18636			
27251	A22732	B18637			
27252	A22733	D8732			
27253	A22734	D8733			
27254	A22735	B18638			
27255	A22736	B18639			
27256	A22737	B18640			
27257	A22738	B18641			
27258	A22739	B18642			
27259	A22740	B18644			
27260	A22741	B18645			
27261	A22742	D8734			
27262	A22743	B18646			
27263	A22744	D8735			
27264	C4616	D8736			
27265	A22745	D8737			
27266	C4617	D8738			
27267	A22746	B18647			
27268	A22747	B18648			
27269	A22748	B18649			
27270	C4618	D8739			
27271	A22749	D8740			
27272	A22750	D8741			
27273	A22751	B18650			
27274	A22752	B18651			
27275	A22753	B18652			
27276	A22754	B18653			
27277	A22755	B18654			
27278	A22756	B18655			
27279	A22757	D8742			
27280	A22758	B18656			
27281	A22759	B18657			
27282	A22760	D8743			
27283	A22761	B18658			
27284	A22762	B18659			
27285	A22763	D8744			
27286	A22764	B18660			
27287	A22765	B18661			
27288	A22766	B18662			
27289	A22767	B18663			
27290	A22768	B18664			
27291	A22769	D8745			
27292	A22770	B18666			
27293	A22771	B18667			
27294	A22772	B18668			
27295	A22773	B18669			
27296	A22774	B18670			
27297	A22775	B18671			
27298	A22776	B18672			
27299	C4619	D8746			
27300	C4620	D8747			
27301	A22778	B18673			
27302	A22779	D8748			
27303	C4621	D8749			
27304	A22780	B18674			
27305	A22781	D8750			
27306	A22782	B18675			
27307	A22783	B18676			
27308	A22784	D8751			
27309	C4622	D8752			
27310	A22785	B18677			
27311	A22786	B18678			
27312	A22787	B18679			
27313	C4623	D8753			
27314	A22788	B18680			
27315	A22789	B18681			
27316	C4624	B18682			
27317	A22790	D8754			
27318	A22791	B18683			
27319	C4625	B18684			
27320	A22792	D8755			
27321	A22793	B18685			
27322	A22794	B18686			
27323	A22795	B18687			
27324	A22796	B18688			
27325	A22797	B18689			
27326	A22798	B18690			
27327	A22799	B18691			
27328	C4626	D8756			
27329	A22800	B18692			
27330	C4627	D8757			
27331	C4628	D8758			
27332	A22801	B18693			
27333	A22802	D8759			
27334	A22803	B18694			
27335	A22805	D8760			
27336	A22806	B18695			
27337	A22807	B18696			
27338	A22808	B18697			
27339	A22809	B18698			
27340	A22810	B18699			
27341	C4629	D8761			
27342	A22811	B18700			
27343	C4630	D8762			
27344	A22812	D8763			
27345	A22813	B18701			
27346	A22814	B18702			
27347	A22815	B18703			
27348	A22816	B18704			
27349	A22817	B18705			
27350	C4631	D8765			
27351	A22818	D8766			
27352	A22819	B18706			
27353	A22821	D8767			
27354	A22822	B18707			
27355	A22823	B18708			
27356	A22824	B18709			
27357	A22825	B18710			
27358	A22826	B18711			
27359	A22827	B18712			
27360	A22828	B18713			
27361	A22829	B18714			
27362	A22830	B18715			
27363	C4632	D8768			
27364	C4633	D8769			
27365	A22831	B18716			
27366	A22832	B18717			
27367	A22833	D8770			
27368	A22834	B18718			
27369	C4634	D8771			
27370	A22835	D8772			
27371	A22836	B18719			
27372	A22837	B18720			
27373	A22838	B18721			
27374	A22840	B18723			
27375	C4635	B18724			
27376	A22841	D8773			
27377	A22842	B18725			
27378	A22843	B18726			
27379	A22844	D8774			
27380	A22845	B18727			
27381	A22846	B18728			
27382	A22848	B18730			
27383	A22849	B18731			
27384	A22850	B18732			
27385	A22851	B18733			
27386	C4636	D8775			
27387	A22852	B18734			
27388	A22853	B18735			
27389	A22854	B18736			
27390	A22855	B18737			
27391	A22856	D8776			
27392	A22857	B18738			
27393	A22858	B18739			
27394	A22859	B18740			
27395	A22860	D8777			
27396	C4637	B18741			
27397	A22861	B18742			
27398	A22862	D8778			
27399	A22863	B18743			
27400	A22864	B18744			
27401	A22865	B18745			
27402	A22866	B18746			
27403	A22867	B18747			
27404	A22868	B18748			
27405	A22869	B18749			
27406	A22870	B18750			
27407	A22871	D8779			
27408	A22872	D8780			
27409	C4638	D8781			
27410	A22873	B18751			
27411	A22874	D8782			
27412	A22875	B18752			
27413	C4639	B18753			
27414	A22876	D8783			
27415	A22877	B18754			
27416	A22878	B18755			
27417	A22879	B18756			
27418	A22880	B18757			
27419	A22881	D8784			
27420	A22882	B18758			
27421	A22883	B18759			
27422	C4640	D8785			
27423	C4641	B18760			
27424	A22884	B18761			
27425	A22885	B18762			
27426	A22886	B18763			
27427	A22887	B18764			
27428	A22888	D8786			
27429	A22889	B18765			
27430	A22890	B18766			
27431	A22891	B18767			
27432	A22892	B18768			
27433	A22893	B18769			
27434	A22894	D8787			
27435	A22895	B18770			
27436	A22896	D8788			
27437	A22897	D8789			
27438	A22898	B18771			
27439	A22899	B18772			
27440	A22900	B18773			
27441	A22901	B18774			
27442	C4642	D8790			
27443	C4643	D8791			
27444	A22902	B18775			
27445	A22903	B18776			
27446	A22904	D8792			
27447	A22905	B18777			
27448	C4644	B18778			
27449	C4645	D8793			
27450	A22906	B18779			
27451	A22907	B18780			
27452	A22908	B18781			
27453	A22909	B18782			
27454	A22910	B18783			
27455	A22911	B18784			
27456	C4646	D8794			
27457	A22912	B18785			
27458	A22913	B18786			
27459	A22914	B18787			
27460	A22915	D8795			
27461	A22916	B18788			
27462	A22917	B18789			
27463	A22918	B18790			
27464	A22919	B18791			
27465	A22920	B18792			
27466	A22921	B18793			
27467	C4647	B18794			
27468	A22922	B18795			
27469	C4648	D8796			
27470	A22923	B18796			
27471	A22924	B18797			
27472	A22925	B18798			
27473	A22926	B18799			
27474	A22927	B18800			
27475	A22928	D8797			
27476	A22929	B18801			
27477	A22930	B18802			
27478	A22931	B18803			
27479	A22932	B18804			
27480	A22933	B18805			
27481	A22934	B18806			
27482	A22935	B18807			
27483	A22936	B18808			
27484	C4649	D8798			
27485	A22937	D8799			
27486	C4650	D8800			
27487	A22938	B18809			
27488	A22939	B18810			
27489	A22940	B18811			
27490	C4651	D8801			
27491	A22941	B18812			
27492	A22942	B18813			
27493	A22943	B18814			
27494	A22944	D8802			
27495	A22945	B18815			
27496	A22947	B18816			
27497	A22948	B18817			
27498	A22949	B18818			
27499	A22950	B18819			
27500	A22951	B18820			
27501	C4652	D8803			
27502	A22952	D8804			
27503	A22953	D8805			
27504	C4653	B18821			
27505	A22954	B18822			
27506	A22955	B18823			
27507	A22956	B18824			
27508	A22957	B18825			
27509	A22958	B18826			
27510	A22959	B18827			
27511	A22960	B18828			
27512	C4654	B18829			
27513	A22961	B18830			
27514	A22962	B18831			
27515	C4655	D8806			
27516	A22963	B18832			
27517	A22964	B18833			
27518	A22965	B18834			
27519	C4656	D8807			
27520	C4657	D8808			
27521	C4658	B18835			
27522	C4659	D8809			
27523	A22966	B18836			
27524	A22967	B18837			
27525	A22968	B18838			
27526	A22969	D8810			
27527	A22970	B18839			
27528	A22971	B18840			
27529	C4660	D8811			
27530	A22972	B18841			
27531	A22973	D8812			
27532	A22974	B18842			
27533	C4661	D8813			
27534	A22975	B18843			
27535	A22976	D8814			
27536	A22977	B18844			
27537	A22978	B18845			
27538	A22979	B18846			
27539	A22980	D8815			
27540	C4662	B18847			
27541	C4663	D8816			
27542	A22981	D8817			
27543	A22982	B18848			
27544	A22983	D8818			
27545	A22984	B18849			
27546	A22985	B18850			
27547	C4664	D8819			
27548	A22986	B18851			
27549	C4665	D8820			
27550	A22987	B18852			
27551	A22988	B18853			
27552	C4666	D8821			
27553	A22989	D8822			
27554	C4667	D8823			
27555	A22990	D8824			
27556	C4668	B18854			
27557	A22991	B18855			
27558	A22992	B18857			
27559	A22993	B18858			
27560	A22994	B18859			
27561	A22995	B18860			
27562	C4669	D8825			
27563	A22997	B18862			
27564	A22998	B18863			
27565	A22999	D8826			
27566	A23000	D8827			
27567	A23001	B18864			
27568	A23002	B18865			
27569	A23003	D8828			
27570	A23004	B18866			
27571	A23005	B18867			
27572	A23006	B18868			
27573	A23007	B18869			
27574	A23008	B18870			
27575	A23009	B18871			
27576	A23010	B18872			
27577	C4670	D8829			
27578	A23011	B18873			
27579	A23012	B18874			
27580	A23013	D8830			
27581	A23014	D8831			
27582	A23015	B18875			
27583	A23016	B18876			
27584	C4671	D8832			
27585	A23018	B18877			
27586	A23019	B18878			
27587	A23020	B18879			
27588	A23021	B18880			
27589	A23022	B18881			
27590	C4672	D8833			
27591	A23023	B18882			
27592	A23024	D8834			
27593	A23025	B18883			
27594	A23026	B18884			
27595	A23027	B18885			
27596	A23028	B18886			
27597	A23029	B18887			
27598	A23030	B18888			
27599	A23031	D8835			
27600	A23032	B18889			
27601	A23033	B18890			
27602	A23034	D8836			
27603	A23035	B18891			
27604	A23036	B18892			
27605	A23037	B18893			
27606	C4673	B18894			
27607	A23038	B18895			
27608	A23039	B18896			
27609	A23040	B18897			
27610	A23041	B18898			
27611	A23042	B18899			
27612	A23043	B18900			
27613	A23044	B18901			
27614	A23045	B18902			
27615	A23047	B18904			
27616	A23048	B18905			
27617	A23049	D8837			
27618	C4675	D8838			
27619	A23050	D8839			
27620	A23051	B18906			
27621	A23052	D8840			
27622	A23053	D8841			
27623	A23054	B18907			
27624	A23055	B18908			
27625	A23056	B18909			
27626	A23057	D8842			
27627	C4676	D8843			
27628	A23058	B18910			
27629	A23059	B18911			
27630	A23060	D8844			
27631	A23061	B18912			
27632	A23062	B18913			
27633	A23063	B18914			
27634	A23064	B18915			
27635	A23065	D8845			
27636	A23066	B18916			
27637	A23067	B18917			
27638	A23068	D8846			
27639	A23069	B18918			
27640	A23070	D8847			
27641	C4677	D8848			
27642	A23071	B18919			
27643	A23072	D8849			
27644	A23073	B18920			
27645	A23074	B18921			
27646	A23075	B18922			
27647	C4678	D8850			
27648	C4679	D8851			
27649	A23076	B18923			
27650	A23077	B18924			
27651	A23078	B18925			
27652	A23079	B18926			
27653	A23080	D8852			
27654	A23081	B18927			
27655	A23082	B18928			
27656	A23083	D8853			
27657	A23084	B18929			
27658	A23085	D8854			
27659	A23086	D8855			
27660	A23087	B18930			
27661	C4680	D8856			
27662	A23088	B18931			
27663	A23089	B18932			
27664	A23090	D8857			
27665	A23091	B18933			
27666	A23092	B18934			
27667	A23093	D8858			
27668	A23094	D8859			
27669	C4682	D8860			
27670	A23095	B18935			
27671	A23096	B18936			
27672	C4683	D8861			
27673	A23097	B18937			
27674	A23098	B18938			
27675	A23099	B18939			
27676	A23100	B18940			
27677	A23101	D8862			
27678	A23102	B18941			
27679	C4684	B18942			
27680	A23103	B18943			
27681	A23104	B18944			
27682	A23105	B18945			
27683	A23106	B18946			
27684	A23107	B18947			
27685	A23108	D8863			
27686	A23109	B18948			
27687	A23110	D8864			
27688	C4685	D8865			
27689	A23111	B18949			
27690	A23112	B18950			
27691	A23113	D8866			
27692	A23114	D8867			
27693	A23115	B18951			
27694	A23116	B18952			
27695	A23117	B18953			
27696	A23118	D8868			
27697	C4686	D8869			
27698	A23119	D8870			
27699	A23120	B18954			
27700	A23121	B18955			
27701	A23122	B18956			
27702	A23123	B18957			
27703	C4687	D8871			
27704	A23124	B18958			
27705	A23125	B18959			
27706	A23126	B18960			
27707	A23127	B18961			
27708	A23128	B18962			
27709	A23129	B18963			
27710	A23130	B18964			
27711	A23131	B18965			
27712	A23132	D8872			
27713	C4688	D8873			
27714	C4689	D8874			
27715	A23133	B18966			
27716	C4690	D8875			
27717	A23134	B18967			
27718	A23135	B18968			
27719	A23136	B18969			
27720	A23137	B18970			
27721	A23138	B18971			
27722	A23139	B18972			
27723	C4691	D8876			
27724	A23140	B18973			
27725	A23141	D8877			
27726	A23142	B18974			
27727	A23143	B18975			
27728	A23144	B18976			
27729	C4692	D8878			
27730	C4693	B18977			
27731	A23145	B18978			
27732	A23146	D8879			
27733	A23147	B18979			
27734	C4694	D8880			
27735	A23148	B18980			
27736	A23149	B18981			
27737	A23150	B18982			
27738	A23151	D8881			
27739	A23152	D8882			
27740	A23153	B18984			
27741	A23154	B18985			
27742	A23155	B18986			
27743	A23156	B18987			
27744	A23157	B18988			
27745	A23158	B18989			
27746	A23159	B18990			
27747	C4695	D8883			
27748	A23160	B18991			
27749	A23161	B18992			
27750	A23162	D8884			
27751	A23163	B18993			
27752	A23164	B18994			
27753	C4696	D8885			
27754	C4697	D8886			
27755	C4698	D8887			
27756	A23165	B18995			
27757	A23166	B18996			
27758	A23167	B18997			
27759	A23168	B18998			
27760	A23169	B18999			
27761	A23170	B19000			
27762	C4699	D8888			
27763	A23171	B19001			
27764	C4700	D8889			
27765	A23172	D8890			
27766	A23173	B19002			
27767	C4701	D8891			
27768	A23174	B19003			
27769	A23175	B19004			
27770	C4702	B19005			
27771	A23176	B19006			
27772	C4703	D8892			
27773	A23177	B19007			
27774	A23178	B19008			
27775	A23179	B19009			
27776	A23180	D8893			
27777	A23181	B19010			
27778	A23182	D8894			
27779	A23183	B19011			
27780	C4704	D8895			
27781	C4705	D8896			
27782	A23184	B19012			
27783	A23185	B19013			
27784	A23186	B19014			
27785	C4706	D8897			
